,Name,Price,Date,Bids,Condition,Type,Location
1501,Blastoise 2/102 base set,"£1,013.27",Sold 31 May 2024,N/A,New (other),Buy it now,European Union
1502,Blastoise 2/102 base set,£152.12,Sold 31 May 2024,N/A,New (other),Buy it now,European Union
1503,Blastoise 2/102 base set,£185.08,Sold 29 May 2024,N/A,New (other),Buy it now,European Union
1504,Blastoise 2/102 base set,£211.27,Sold 29 May 2024,N/A,Pre-owned,Buy it now,European Union
1505,Blastoise 2/102 base set,"£1,097.78",Sold 26 May 2024,N/A,New (other),Buy it now,European Union
1506,Blastoise 2/102 base set,£50.71,Sold 23 May 2024,N/A,Pre-owned,Buy it now,European Union
1507,Blastoise 2/102 base set,£414.10,Sold 21 May 2024,N/A,New (other),Buy it now,European Union
1508,Blastoise 2/102 base set,£28.29,Sold 18 May 2024,N/A,Pre-owned,Buy it now,European Union
1509,Blastoise 2/102 base set,£363.39,Sold 7 May 2024,N/A,New (other),Buy it now,European Union
1510,Blastoise 2/102 base set,£185.08,Sold 4 May 2024,N/A,New (other),Buy it now,European Union
1511,Blastoise 2/102 base set,£185.08,Sold 2 May 2024,N/A,New (other),Buy it now,European Union
1512,Blastoise 2/102 base set,£121.68,Sold 2 May 2024,N/A,New (other),Buy it now,European Union
1513,Blastoise 2/102 base set,£50.71,Sold 26 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1514,Blastoise 2/102 base set,£50.71,Sold 21 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1515,Blastoise 2/102 base set,£168.17,Sold 14 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1516,Blastoise 2/102 base set,£2.04,Sold 4 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1517,Blastoise 2/102 base set,£1.20,Sold 15 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1518,Blastoise 2/102 base set,£50.60,Sold 23 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1519,Blastoise 2/102 base set,£245.08,Sold 8 Jul 2024,N/A,New (other),Buy it now,European Union
1520,Blastoise 2/102 base set,£55.68,Sold 6 May 2024,N/A,Pre-owned,Buy it now,European Union
1521,Blastoise 2/102 base set,£40.55,Sold 30 Apr 2024,N/A,New (other),Buy it now,European Union
1522,Blastoise 2/102 base set,£60.84,Sold 20 May 2024,N/A,New (other),Buy it now,European Union
1523,Blastoise 2/102 base set,£50.70,Sold 2 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1524,Blastoise 2/102 base set,£10.13,Sold 2 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1525,Blastoise 2/102 base set,£1.20,Sold 15 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1526,Blastoise 2/102 base set,£50.60,Sold 19 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1527,Blastoise 2/102 base set,£9.03,Sold 5 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1528,Blastoise 2/102 base set,£19.22,Sold 26 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1529,Blastoise 2/102 base set,£1.52,Sold 25 May 2024,N/A,Pre-owned,Buy it now,European Union
1530,Blastoise 2/102 base set,£96.24,Sold 18 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1531,Blastoise 2/102 base set,£2.75,Sold 9 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1532,Blastoise 2/102 base set,£25.35,Sold 23 May 2024,N/A,Pre-owned,Buy it now,European Union
1533,Blastoise 2/102 base set,£50.60,Sold 29 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1534,Blastoise 2/102 base set,£1.20,Sold 14 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1535,Blastoise 2/102 base set,£2.54,Sold 26 May 2024,N/A,Pre-owned,Buy it now,European Union
1536,Blastoise 2/102 base set,£19.26,Sold 1 May 2024,N/A,Pre-owned,Buy it now,European Union
1537,Blastoise 2/102 base set,£13.18,Sold 22 May 2024,N/A,Pre-owned,Buy it now,European Union
1538,Blastoise 2/102 base set,£60.84,Sold 3 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1539,Blastoise 2/102 base set,£19.27,Sold 15 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1540,Blastoise 2/102 base set,£120.68,Sold 16 May 2024,N/A,New (other),Buy it now,European Union
1541,Blastoise 2/102 base set,£421.70,Sold 9 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1542,Blastoise 2/102 base set,£17.24,Sold 3 May 2024,N/A,Pre-owned,Buy it now,European Union
1543,Blastoise 2/102 base set,£25.34,Sold 17 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1544,Blastoise 2/102 base set,£121.69,Sold 3 May 2024,N/A,New (other),Buy it now,European Union
1545,Blastoise 2/102 base set,£55.77,Sold 27 Apr 2024,N/A,New (other),Buy it now,European Union
1546,Blastoise 2/102 base set,£9.03,Sold 2 May 2024,N/A,Pre-owned,Buy it now,European Union
1547,Blastoise 2/102 base set,£5.07,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1548,Blastoise 2/102 base set,£75.96,Sold 18 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1549,Blastoise 2/102 base set,£2.02,Sold 12 May 2024,N/A,Pre-owned,Buy it now,European Union
1550,Blastoise 2/102 base set,£252.68,Sold 28 Jun 2024,N/A,New (other),Buy it now,European Union
1551,Blastoise 2/102 base set,£40.56,Sold 19 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1552,Blastoise 2/102 base set,£5.98,Sold 2 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1553,Blastoise 2/102 base set,£2.99,Sold 7 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1554,Blastoise 2/102 base set,"£1,689.35",Sold 2 May 2024,N/A,New (other),Buy it now,European Union
1555,Blastoise 2/102 base set,£6.08,Sold 3 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1556,Blastoise 2/102 base set,£1.20,Sold 15 Apr 2024,N/A,Pre-owned,Buy it now,European Union
1557,Blastoise 2/102 base set,£35.48,Sold 13 May 2024,N/A,Pre-owned,Buy it now,European Union
1558,Blastoise 2/102 base set,£38.53,Sold 30 May 2024,N/A,New (other),Buy it now,European Union
1559,Blastoise 2/102 base set,£32.80,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1560,Blastoise 2/102 base set,£101.25,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1561,Blastoise 2/102 base set,£82.04,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1562,Blastoise 2/102 base set,£187.51,Sold 10 Jul 2024,N/A,New (other),Buy it now,European Union
1563,Blastoise 2/102 base set,£1.83,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1564,Blastoise 2/102 base set,£121.84,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1565,Blastoise 2/102 base set,£1.76,Sold 10 Jul 2024,N/A,New (other),Buy it now,European Union
1566,Blastoise 2/102 base set,"£2,333.60",Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1567,Blastoise 2/102 base set,£75.00,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1568,Blastoise 2/102 base set,£65.00,Sold 9 Jul 2024,N/A,New (other),Buy it now,European Union
1569,Blastoise 2/102 base set,£84.34,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1570,Blastoise 2/102 base set,£142.00,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1571,Blastoise 2/102 base set,£65.59,Sold 5 May 2024,N/A,New (other),Buy it now,European Union
1572,Blastoise 2/102 base set,£42.66,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1573,Blastoise 2/102 base set,£121.88,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1574,Blastoise 2/102 base set,£54.99,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1575,Blastoise 2/102 base set,£75.00,Sold 9 Jul 2024,N/A,New (other),Buy it now,European Union
1576,Blastoise 2/102 base set,£98.45,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1577,Blastoise 2/102 base set,£187.51,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1578,Blastoise 2/102 base set,£117.20,Sold 8 Jul 2024,N/A,New (other),Buy it now,European Union
1579,Blastoise 2/102 base set,£65.63,Sold 8 Jul 2024,N/A,New (other),Buy it now,European Union
1580,Blastoise 2/102 base set,£178.15,Sold 8 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1581,Blastoise 2/102 base set,£187.52,Sold 8 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1582,Blastoise 2/102 base set,£51.56,Sold 15 Feb 2024,N/A,New (other),Buy it now,European Union
1583,Blastoise 2/102 base set,£656.33,Sold 8 Jul 2024,N/A,New (other),Buy it now,European Union
1584,Blastoise 2/102 base set,£454.27,Sold 8 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1585,Blastoise 2/102 base set,£158.46,Sold 8 Jul 2024,N/A,New (other),Buy it now,European Union
1586,Blastoise 2/102 base set,£60.94,Sold 8 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1587,Blastoise 2/102 base set,£56.25,Sold 8 Jul 2024,N/A,New (other),Buy it now,European Union
1588,Blastoise 2/102 base set,£1.41,Sold 8 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1589,Blastoise 2/102 base set,£180.02,Sold 8 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1590,Blastoise 2/102 base set,£56.26,Sold 8 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1591,Blastoise 2/102 base set,£53.30,Sold 8 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1592,Blastoise 2/102 base set,£37.50,Sold 8 Jul 2024,N/A,New (other),Buy it now,European Union
1593,Blastoise 2/102 base set,£46.28,Sold 7 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1594,Blastoise 2/102 base set,£56.25,Sold 7 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1595,Blastoise 2/102 base set,£178.15,Sold 7 Jul 2024,N/A,New (other),Buy it now,European Union
1596,Blastoise 2/102 base set,£105.00,Sold 7 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1597,Blastoise 2/102 base set,£25.31,Sold 7 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1598,Blastoise 2/102 base set,£80.00,Sold 7 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1599,Blastoise 2/102 base set,£42.19,Sold 7 Jul 2024,N/A,New (other),Buy it now,European Union
1600,Blastoise 2/102 base set,£46.87,Sold 7 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1601,Blastoise 2/102 base set,£112.50,Sold 7 Jul 2024,N/A,New (other),Buy it now,European Union
1602,Blastoise 2/102 base set,£111.58,Sold 6 Jul 2024,N/A,New (other),Buy it now,European Union
1603,Blastoise 2/102 base set,£65.62,Sold 6 Jul 2024,N/A,New (other),Buy it now,European Union
1604,Blastoise 2/102 base set,£103.14,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1605,Blastoise 2/102 base set,£187.52,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1606,Blastoise 2/102 base set,£70.31,Sold 6 Jul 2024,N/A,New (other),Buy it now,European Union
1607,Blastoise 2/102 base set,£51.56,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1608,Blastoise 2/102 base set,£199.99,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1609,Blastoise 2/102 base set,£140.64,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1610,Blastoise 2/102 base set,£79.70,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1611,Blastoise 2/102 base set,£69.61,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1612,Blastoise 2/102 base set,£57.15,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1613,Blastoise 2/102 base set,£70.32,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1614,Blastoise 2/102 base set,£60.00,Sold 8 Jun 2024,N/A,Pre-owned,Buy it now,European Union
1615,Blastoise 2/102 base set,£27.19,Sold 5 Jul 2024,N/A,New (other),Buy it now,European Union
1616,Blastoise 2/102 base set,£178.14,Sold 5 Jul 2024,N/A,Pre-owned,Buy it now,European Union
1617,Blastoise 2/102 base set,£84.38,Sold 5 Jul 2024,N/A,New (other),Buy it now,European Union
1618,Venusaur 15/102 base set,£24.99,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1619,Venusaur 15/102 base set,£59.99,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1620,Venusaur 15/102 base set,£130.00,Sold 10 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1621,Venusaur 15/102 base set,£5.99,Sold 10 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1622,Venusaur 15/102 base set,£59.99,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1623,Venusaur 15/102 base set,£109.00,Sold 9 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1624,Venusaur 15/102 base set,£5.00,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1625,Venusaur 15/102 base set,£7.50,Sold 9 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1626,Venusaur 15/102 base set,£64.95,Sold 9 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1627,Venusaur 15/102 base set,"£1,299.99",Sold 8 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1628,Venusaur 15/102 base set,"£1,195.95",Sold 8 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1629,Venusaur 15/102 base set,£48.00,Sold 8 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1630,Venusaur 15/102 base set,£54.99,Sold 8 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1631,Venusaur 15/102 base set,£19.95,Sold 8 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1632,Venusaur 15/102 base set,£39.00,Sold 8 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1633,Venusaur 15/102 base set,£60.00,Sold 8 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1634,Venusaur 15/102 base set,£5.89,Sold 8 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1635,Venusaur 15/102 base set,£120.00,Sold 7 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1636,Venusaur 15/102 base set,£2.49,Sold 7 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1637,Venusaur 15/102 base set,£69.99,Sold 6 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1638,Venusaur 15/102 base set,£2.50,Sold 7 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1639,Venusaur 15/102 base set,£16.00,Sold 7 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1640,Venusaur 15/102 base set,£6.95,Sold 6 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1641,Venusaur 15/102 base set,£34.99,Sold 6 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1642,Venusaur 15/102 base set,£700.00,Sold 5 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1643,Venusaur 15/102 base set,£225.00,Sold 5 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1644,Venusaur 15/102 base set,£55.00,Sold 5 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1645,Venusaur 15/102 base set,£275.00,Sold 5 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1646,Venusaur 15/102 base set,£80.75,Sold 4 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1647,Venusaur 15/102 base set,£3.99,Sold 4 Jan 2024,N/A,Pre-owned,Buy it now,United Kingdom
1648,Venusaur 15/102 base set,£45.95,Sold 18 Jan 2024,N/A,Pre-owned,Buy it now,United Kingdom
1649,Venusaur 15/102 base set,£5.99,Sold 4 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1650,Venusaur 15/102 base set,£5.99,Sold 4 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1651,Venusaur 15/102 base set,£40.00,Sold 13 Nov 2023,N/A,Pre-owned,Buy it now,United Kingdom
1652,Venusaur 15/102 base set,£5.45,Sold 4 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1653,Venusaur 15/102 base set,£5.00,Sold 3 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1654,Venusaur 15/102 base set,£32.00,Sold 3 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1655,Venusaur 15/102 base set,£59.99,Sold 3 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1656,Venusaur 15/102 base set,£7.99,Sold 3 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1657,Venusaur 15/102 base set,£60.00,Sold 3 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1658,Venusaur 15/102 base set,£39.99,Sold 3 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1659,Venusaur 15/102 base set,£8.69,Sold 3 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1660,Venusaur 15/102 base set,£28.95,Sold 2 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1661,Venusaur 15/102 base set,£7.50,Sold 2 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1662,Venusaur 15/102 base set,£32.00,Sold 2 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1663,Venusaur 15/102 base set,£39.99,Sold 2 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1664,Venusaur 15/102 base set,£65.00,Sold 2 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1665,Venusaur 15/102 base set,£21.95,Sold 1 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1666,Venusaur 15/102 base set,£49.99,Sold 1 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1667,Venusaur 15/102 base set,£29.00,Sold 1 Jul 2024,N/A,New (other),Buy it now,United Kingdom
1668,Venusaur 15/102 base set,£65.00,Sold 1 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1669,Venusaur 15/102 base set,£40.00,Sold 1 Jul 2024,N/A,Pre-owned,Buy it now,United Kingdom
1670,Venusaur 15/102 base set,£250.00,Sold 30 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1671,Venusaur 15/102 base set,£20.00,Sold 30 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1672,Venusaur 15/102 base set,£6.99,Sold 30 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1673,Venusaur 15/102 base set,£48.99,Sold 30 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1674,Venusaur 15/102 base set,£37.95,Sold 30 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1675,Venusaur 15/102 base set,£46.71,Sold 23 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1676,Venusaur 15/102 base set,£37.00,Sold 23 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1677,Venusaur 15/102 base set,£160.00,Sold 30 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1678,Venusaur 15/102 base set,£29.99,Sold 30 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1679,Venusaur 15/102 base set,£29.99,Sold 30 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1680,Venusaur 15/102 base set,£6.79,Sold 30 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1681,Venusaur 15/102 base set,£160.00,Sold 29 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1682,Venusaur 15/102 base set,£30.00,Sold 29 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1683,Venusaur 15/102 base set,£9.99,Sold 29 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1684,Venusaur 15/102 base set,£35.20,Sold 29 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1685,Venusaur 15/102 base set,£80.00,Sold 29 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1686,Venusaur 15/102 base set,£254.99,Sold 29 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1687,Venusaur 15/102 base set,£50.00,Sold 28 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1688,Venusaur 15/102 base set,£130.00,Sold 27 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1689,Venusaur 15/102 base set,£35.00,Sold 27 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1690,Venusaur 15/102 base set,£49.99,Sold 27 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1691,Venusaur 15/102 base set,£50.00,Sold 27 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1692,Venusaur 15/102 base set,£80.00,Sold 26 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1693,Venusaur 15/102 base set,£7.00,Sold 25 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1694,Venusaur 15/102 base set,£0.99,Sold 25 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1695,Venusaur 15/102 base set,£4.99,Sold 25 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1696,Venusaur 15/102 base set,£54.99,Sold 25 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1697,Venusaur 15/102 base set,£40.00,Sold 25 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1698,Venusaur 15/102 base set,£95.00,Sold 25 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1699,Venusaur 15/102 base set,£225.00,Sold 24 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1700,Venusaur 15/102 base set,£4.99,Sold 24 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1701,Venusaur 15/102 base set,£34.95,Sold 24 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1702,Venusaur 15/102 base set,£44.99,Sold 24 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1703,Venusaur 15/102 base set,£4.60,Sold 23 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1704,Venusaur 15/102 base set,£50.00,Sold 23 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1705,Venusaur 15/102 base set,£60.00,Sold 22 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1706,Venusaur 15/102 base set,£10.00,Sold 22 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1707,Venusaur 15/102 base set,£65.00,Sold 22 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1708,Venusaur 15/102 base set,£59.99,Sold 22 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1709,Venusaur 15/102 base set,£7.50,Sold 22 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1710,Venusaur 15/102 base set,£29.99,Sold 22 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1711,Venusaur 15/102 base set,£189.99,Sold 21 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1712,Venusaur 15/102 base set,£1.29,Sold 21 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1713,Venusaur 15/102 base set,£2.99,Sold 20 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1714,Venusaur 15/102 base set,£69.99,Sold 20 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1715,Venusaur 15/102 base set,£16.99,Sold 20 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1716,Venusaur 15/102 base set,£7.50,Sold 19 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1717,Venusaur 15/102 base set,£79.99,Sold 19 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1718,Venusaur 15/102 base set,£4.99,Sold 18 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1719,Venusaur 15/102 base set,£50.00,Sold 17 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1720,Venusaur 15/102 base set,£37.99,Sold 17 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1721,Venusaur 15/102 base set,£45.00,Sold 17 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1722,Venusaur 15/102 base set,£55.00,Sold 25 Apr 2024,N/A,Pre-owned,Buy it now,United Kingdom
1723,Venusaur 15/102 base set,£15.50,Sold 17 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1724,Venusaur 15/102 base set,£175.00,Sold 16 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1725,Venusaur 15/102 base set,£59.99,Sold 16 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1726,Venusaur 15/102 base set,£109.00,Sold 16 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1727,Venusaur 15/102 base set,£99.93,Sold 16 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1728,Venusaur 15/102 base set,£22.50,Sold 15 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1729,Venusaur 15/102 base set,£7.00,Sold 14 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1730,Venusaur 15/102 base set,£20.00,Sold 14 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1731,Venusaur 15/102 base set,£84.99,Sold 14 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1732,Venusaur 15/102 base set,£34.99,Sold 13 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1733,Venusaur 15/102 base set,£55.00,Sold 11 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1734,Venusaur 15/102 base set,£43.95,Sold 11 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1735,Venusaur 15/102 base set,£64.99,Sold 11 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1736,Venusaur 15/102 base set,£55.00,Sold 10 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1737,Venusaur 15/102 base set,£25.99,Sold 10 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1738,Venusaur 15/102 base set,£35.00,Sold 10 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1739,Venusaur 15/102 base set,£95.00,Sold 10 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1740,Venusaur 15/102 base set,£69.95,Sold 9 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1741,Venusaur 15/102 base set,£35.00,Sold 9 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1742,Venusaur 15/102 base set,£40.00,Sold 9 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1743,Venusaur 15/102 base set,£5.50,Sold 9 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1744,Venusaur 15/102 base set,£50.00,Sold 8 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1745,Venusaur 15/102 base set,£40.00,Sold 7 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1746,Venusaur 15/102 base set,£5.45,Sold 7 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1747,Venusaur 15/102 base set,£6.95,Sold 6 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1748,Venusaur 15/102 base set,£39.55,Sold 6 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1749,Venusaur 15/102 base set,£99.00,Sold 5 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
1750,Venusaur 15/102 base set,£6.00,Sold 5 Jun 2024,N/A,New (other),Buy it now,United Kingdom
1751,Venusaur 15/102 base set,£30.00,Sold 5 Jun 2024,N/A,Pre-owned,Buy it now,United Kingdom
